ID|Reference|Date|Amount|Account|Status
2041|REF002041|2025-07-11 02:10:12.194958|37239.95|ACC05278|SUCCESS
2042|REF002042|2025-07-04 19:22:45.830001|86872.43|ACC06538|FAILED
2043|REF002043|2025-06-28 23:55:52.193466|65519.83|ACC09706|FAILED
2044|REF002044|2025-06-28 10:55:12.47341|95651.22|ACC02136|FAILED
2045|REF002045|2025-06-29 19:10:29.302843|36171.63|ACC07975|SUCCESS
2046|REF002046|2025-07-18 03:35:32.538713|35984.30|ACC02836|FAILED
2047|REF002047|2025-07-02 21:04:22.130538|8510.96|ACC02916|FAILED
2048|REF002048|2025-07-19 07:32:33.331971|48206.55|ACC01748|FAILED
2049|REF002049|2025-07-20 14:17:04.902091|53457.57|ACC05407|FAILED
2050|REF002050|2025-07-10 19:09:48.873257|72603.15|ACC02918|FAILED
2051|REF002051|2025-07-11 03:51:26.773627|9930.50|ACC07529|FAILED
2052|REF002052|2025-07-25 06:21:23.085927|96628.83|ACC02687|FAILED
2053|REF002053|2025-07-03 07:14:17.412661|6017.55|ACC01763|FAILED
2054|REF002054|2025-07-24 00:53:22.016198|99116.98|ACC03091|FAILED
2055|REF002055|2025-07-04 15:57:45.010759|29999.36|ACC02979|SUCCESS
2056|REF002056|2025-07-11 23:19:19.081982|63411.77|ACC07225|SUCCESS
2057|REF002057|2025-06-27 01:58:24.515993|76017.79|ACC01875|FAILED
2058|REF002058|2025-07-07 20:24:38.643731|34582.24|ACC06208|FAILED
2059|REF002059|2025-07-05 05:53:14.958455|76568.86|ACC09790|FAILED
2060|REF002060|2025-07-05 00:47:49.174848|27699.14|ACC05077|FAILED
2061|REF002061|2025-07-12 22:29:50.76506|30043.86|ACC01432|FAILED
2062|REF002062|2025-07-05 12:40:42.592755|83519.46|ACC08673|SUCCESS
2063|REF002063|2025-07-07 09:18:17.218521|61447.24|ACC07647|SUCCESS
2064|REF002064|2025-07-04 07:18:02.378653|30892.50|ACC07743|SUCCESS
2065|REF002065|2025-07-10 17:52:45.509418|43301.09|ACC07388|FAILED
2066|REF002066|2025-07-24 01:04:31.074277|78690.42|ACC07150|FAILED
2067|REF002067|2025-07-07 05:22:00.501414|96838.99|ACC05839|SUCCESS
2068|REF002068|2025-07-02 06:27:42.23858|92195.92|ACC01684|SUCCESS
2069|REF002069|2025-07-09 20:02:00.662551|60711.88|ACC02740|FAILED
2070|REF002070|2025-07-14 14:52:53.092277|49112.52|ACC09638|FAILED
2071|REF002071|2025-07-18 08:34:20.697694|65033.41|ACC09248|SUCCESS
2072|REF002072|2025-07-14 17:15:12.274683|54939.97|ACC03426|FAILED
2073|REF002073|2025-07-15 16:40:42.850553|78866.20|ACC06315|SUCCESS
2074|REF002074|2025-07-24 10:34:35.355226|99171.12|ACC09741|SUCCESS
2075|REF002075|2025-07-13 14:54:35.204793|89820.63|ACC04089|SUCCESS
2076|REF002076|2025-07-03 14:05:47.311982|39566.07|ACC07498|SUCCESS
2077|REF002077|2025-07-14 21:10:31.002505|57946.29|ACC01261|SUCCESS
2078|REF002078|2025-07-26 19:20:42.485582|6257.68|ACC09124|SUCCESS
2079|REF002079|2025-07-23 15:14:56.331343|92804.82|ACC03688|SUCCESS
2080|REF002080|2025-07-11 16:25:13.766157|18749.26|ACC05789|FAILED
2081|REF002081|2025-07-07 18:25:47.479901|57754.85|ACC05399|SUCCESS
2082|REF002082|2025-07-08 06:49:12.193599|10309.43|ACC06326|FAILED
2083|REF002083|2025-07-26 11:22:16.396162|52016.49|ACC02038|FAILED
2084|REF002084|2025-07-09 20:22:43.320169|69077.68|ACC02639|FAILED
2085|REF002085|2025-07-11 02:46:47.42898|87016.62|ACC04264|SUCCESS
2086|REF002086|2025-07-18 06:08:54.09363|3272.04|ACC07759|FAILED
2087|REF002087|2025-07-04 21:14:42.477452|66176.32|ACC01690|FAILED
2088|REF002088|2025-07-23 17:42:47.205105|24403.45|ACC03885|FAILED
2089|REF002089|2025-07-17 18:52:00.765615|37077.92|ACC05136|SUCCESS
2090|REF002090|2025-06-30 05:10:03.235711|64988.15|ACC06186|FAILED
2091|REF002091|2025-07-01 20:08:28.953733|63376.06|ACC08800|SUCCESS
2092|REF002092|2025-06-30 13:51:29.36172|8127.32|ACC05363|FAILED
2093|REF002093|2025-07-08 14:31:15.148068|20095.57|ACC06371|SUCCESS
2094|REF002094|2025-06-27 20:18:06.947673|79991.88|ACC03050|SUCCESS
2095|REF002095|2025-07-22 01:12:17.341212|23491.97|ACC08857|SUCCESS
2096|REF002096|2025-07-03 15:51:47.06218|22208.65|ACC04218|FAILED
2097|REF002097|2025-07-12 05:43:15.314953|39713.56|ACC08951|FAILED
2098|REF002098|2025-07-23 13:30:45.081136|86912.98|ACC07741|SUCCESS
2099|REF002099|2025-06-27 11:34:14.582761|71210.30|ACC07721|FAILED
2100|REF002100|2025-07-18 20:02:17.809186|40965.19|ACC05537|FAILED
2101|REF002101|2025-07-23 23:29:35.811732|29526.99|ACC06097|FAILED
2102|REF002102|2025-07-10 10:33:29.0441|15334.75|ACC06059|SUCCESS
2103|REF002103|2025-07-07 07:19:21.346688|40674.57|ACC02945|SUCCESS
2104|REF002104|2025-07-17 11:16:00.203486|74608.33|ACC09293|SUCCESS
2105|REF002105|2025-07-23 10:35:03.62678|88582.82|ACC09505|FAILED
2106|REF002106|2025-07-16 06:46:41.380089|68856.04|ACC09788|SUCCESS
2107|REF002107|2025-07-05 07:54:21.871576|87868.95|ACC08714|SUCCESS
2108|REF002108|2025-07-03 02:22:27.905734|13886.33|ACC03147|FAILED
2109|REF002109|2025-07-13 19:51:04.792802|32594.33|ACC05294|FAILED
2110|REF002110|2025-07-14 06:40:05.467498|21744.37|ACC02678|SUCCESS
2111|REF002111|2025-07-06 15:33:21.182735|44959.73|ACC06395|SUCCESS
2112|REF002112|2025-06-30 21:05:58.269274|97484.81|ACC08533|FAILED
2113|REF002113|2025-07-01 15:46:32.289711|17277.62|ACC01617|FAILED
2114|REF002114|2025-07-10 02:08:28.08014|40171.77|ACC06009|SUCCESS
2115|REF002115|2025-07-20 06:25:27.227447|31255.65|ACC08370|SUCCESS
2116|REF002116|2025-07-09 03:44:28.559559|59018.80|ACC04894|SUCCESS
2117|REF002117|2025-06-30 19:26:35.324314|60927.68|ACC06995|SUCCESS
2118|REF002118|2025-07-25 23:23:35.936945|27285.22|ACC05156|SUCCESS
2119|REF002119|2025-07-18 06:49:07.470923|30246.48|ACC03143|FAILED
2120|REF002120|2025-07-06 00:58:14.407643|18401.00|ACC04079|SUCCESS
2121|REF002121|2025-07-16 21:40:37.073702|167.59|ACC09508|FAILED
2122|REF002122|2025-07-11 11:59:23.852542|91924.37|ACC09464|SUCCESS
2123|REF002123|2025-07-01 15:08:33.483245|28072.29|ACC01422|SUCCESS
2124|REF002124|2025-07-09 00:45:08.795203|19877.45|ACC06467|FAILED
2125|REF002125|2025-07-12 23:23:11.029688|26783.54|ACC06026|SUCCESS
2126|REF002126|2025-07-13 12:58:25.793803|54760.61|ACC09307|SUCCESS
2127|REF002127|2025-07-13 05:28:42.191404|14004.42|ACC04843|SUCCESS
2128|REF002128|2025-07-04 02:18:54.938387|92426.11|ACC01912|SUCCESS
2129|REF002129|2025-07-10 22:19:31.020804|29498.09|ACC09097|FAILED
2130|REF002130|2025-06-27 03:00:28.845478|4483.23|ACC03075|FAILED
2131|REF002131|2025-07-18 04:59:29.357071|8497.48|ACC07716|FAILED
2132|REF002132|2025-07-02 14:35:56.389582|92934.91|ACC07067|FAILED
2133|REF002133|2025-07-08 00:17:15.155572|95754.53|ACC07567|FAILED
2134|REF002134|2025-07-26 02:36:33.384866|50285.97|ACC08427|SUCCESS
2135|REF002135|2025-07-06 10:38:21.19348|25234.25|ACC02105|SUCCESS
2136|REF002136|2025-07-21 12:47:09.994814|94187.14|ACC05531|FAILED
2137|REF002137|2025-07-18 06:25:10.443791|84632.52|ACC04371|SUCCESS
2138|REF002138|2025-07-07 19:48:02.305311|93216.50|ACC08433|FAILED
2139|REF002139|2025-06-27 18:57:07.876776|88772.98|ACC03536|FAILED
2140|REF002140|2025-07-15 23:35:43.393742|7990.49|ACC02065|FAILED
2141|REF002141|2025-07-16 18:18:31.701476|76892.93|ACC06603|SUCCESS
2142|REF002142|2025-07-19 03:46:01.943898|18691.95|ACC05705|FAILED
2143|REF002143|2025-07-18 22:37:03.622896|23608.63|ACC04293|SUCCESS
2144|REF002144|2025-07-12 12:45:25.576925|30077.62|ACC07331|FAILED
2145|REF002145|2025-07-26 13:43:09.568279|93492.96|ACC07640|SUCCESS
2146|REF002146|2025-07-10 08:44:59.876317|31993.38|ACC04222|FAILED
2147|REF002147|2025-07-03 19:34:00.393743|74162.64|ACC02699|SUCCESS
2148|REF002148|2025-07-13 15:38:57.340312|66045.45|ACC02858|SUCCESS
2149|REF002149|2025-07-09 08:12:00.892614|57335.96|ACC07391|SUCCESS
2150|REF002150|2025-07-20 09:05:16.484679|46654.71|ACC06667|SUCCESS
2151|REF002151|2025-07-07 10:02:36.983612|38120.54|ACC08995|FAILED
2152|REF002152|2025-07-04 18:39:51.100788|47397.55|ACC06885|SUCCESS
2153|REF002153|2025-07-15 20:16:44.027384|44899.43|ACC05633|SUCCESS
2154|REF002154|2025-07-05 08:14:16.932449|83915.22|ACC08188|FAILED
2155|REF002155|2025-07-16 19:06:17.531968|64155.04|ACC08662|SUCCESS
2156|REF002156|2025-07-12 01:20:55.277268|12537.62|ACC01840|FAILED
2157|REF002157|2025-07-05 10:59:35.440304|86071.40|ACC02153|FAILED
2158|REF002158|2025-07-21 00:52:03.402083|79621.81|ACC01307|SUCCESS
2159|REF002159|2025-07-20 09:19:19.218892|51292.82|ACC06148|FAILED
2160|REF002160|2025-07-15 06:04:38.105058|21213.42|ACC07187|SUCCESS
2161|REF002161|2025-07-08 16:03:55.924169|60907.20|ACC04357|SUCCESS
2162|REF002162|2025-07-01 02:30:29.186275|50789.41|ACC03290|SUCCESS
2163|REF002163|2025-07-08 07:35:43.646763|96140.26|ACC01740|FAILED
2164|REF002164|2025-07-03 18:39:58.628297|30453.76|ACC05727|SUCCESS
2165|REF002165|2025-07-21 12:47:08.538297|52562.64|ACC04077|SUCCESS
2166|REF002166|2025-07-08 00:19:22.659956|93565.05|ACC03046|SUCCESS
2167|REF002167|2025-07-23 06:46:15.612577|46830.09|ACC02962|FAILED
2168|REF002168|2025-06-28 06:10:25.532748|93959.06|ACC08579|FAILED
2169|REF002169|2025-07-16 16:54:36.034199|41837.81|ACC06843|SUCCESS
2170|REF002170|2025-07-03 08:21:31.13453|52890.72|ACC06828|FAILED
2171|REF002171|2025-07-04 19:49:01.204083|20663.63|ACC06576|SUCCESS
2172|REF002172|2025-07-06 00:32:08.722577|86263.80|ACC03385|FAILED
2173|REF002173|2025-07-07 18:20:55.135819|91918.11|ACC05217|SUCCESS
2174|REF002174|2025-07-14 03:40:10.037394|50940.94|ACC03288|SUCCESS
2175|REF002175|2025-07-09 15:58:05.927968|44083.40|ACC08933|SUCCESS
2176|REF002176|2025-07-13 17:16:19.781458|38027.56|ACC06492|FAILED
2177|REF002177|2025-07-20 21:27:20.966202|60376.03|ACC09911|SUCCESS
2178|REF002178|2025-07-14 22:15:50.286626|48151.42|ACC09061|SUCCESS
2179|REF002179|2025-07-14 02:36:25.920715|13458.62|ACC02776|SUCCESS
2180|REF002180|2025-06-27 05:32:42.688669|4598.79|ACC09204|SUCCESS
2181|REF002181|2025-07-19 04:15:43.396669|78028.86|ACC06770|FAILED
2182|REF002182|2025-07-08 12:27:05.076367|30822.51|ACC07256|SUCCESS
2183|REF002183|2025-07-18 05:17:26.006459|3207.68|ACC04427|FAILED
2184|REF002184|2025-07-10 22:12:34.792633|80551.87|ACC05517|FAILED
2185|REF002185|2025-07-14 08:58:51.15716|70194.99|ACC06292|SUCCESS
2186|REF002186|2025-07-14 01:43:34.135729|53846.96|ACC02656|SUCCESS
2187|REF002187|2025-07-01 17:11:40.058679|36738.29|ACC05599|SUCCESS
2188|REF002188|2025-06-29 15:34:06.178852|77245.74|ACC08026|SUCCESS
2189|REF002189|2025-07-03 00:36:25.622517|52196.59|ACC02188|FAILED
2190|REF002190|2025-07-09 22:21:46.881119|2102.90|ACC09436|FAILED
2191|REF002191|2025-06-29 20:41:27.561832|60032.50|ACC02765|FAILED
2192|REF002192|2025-07-08 01:36:53.117595|74239.41|ACC03913|FAILED
2193|REF002193|2025-07-09 23:23:47.74274|21198.27|ACC06467|SUCCESS
2194|REF002194|2025-07-24 23:18:04.956236|43832.54|ACC01960|FAILED
2195|REF002195|2025-07-23 03:32:56.920727|99281.34|ACC04110|FAILED
2196|REF002196|2025-07-04 14:53:30.621127|10163.38|ACC06498|SUCCESS
2197|REF002197|2025-07-18 02:35:45.879808|63858.50|ACC08158|SUCCESS
2198|REF002198|2025-07-22 07:35:14.352602|57481.11|ACC02838|SUCCESS
2199|REF002199|2025-07-17 11:41:51.861244|32182.49|ACC08357|FAILED
2200|REF002200|2025-07-11 14:45:13.640953|43802.38|ACC06049|FAILED
2201|REF002201|2025-07-11 22:56:48.671935|64545.93|ACC04135|SUCCESS
2202|REF002202|2025-07-26 04:29:42.670346|72695.56|ACC03458|FAILED
2203|REF002203|2025-07-17 04:45:57.363761|87312.38|ACC08605|FAILED
2204|REF002204|2025-07-07 18:11:48.2353|90478.43|ACC08498|FAILED
2205|REF002205|2025-07-16 12:06:47.636612|300.59|ACC02865|SUCCESS
2206|REF002206|2025-07-09 09:23:05.885684|86157.77|ACC07855|FAILED
2207|REF002207|2025-07-10 05:37:53.802905|54330.67|ACC09959|FAILED
2208|REF002208|2025-07-17 02:12:31.106721|620.25|ACC09924|FAILED
2209|REF002209|2025-07-14 09:01:09.927007|51311.52|ACC08939|FAILED
2210|REF002210|2025-07-21 09:43:35.321852|14149.13|ACC05623|FAILED
2211|REF002211|2025-07-18 09:39:23.27456|52463.85|ACC05971|SUCCESS
2212|REF002212|2025-07-20 07:46:16.399002|7047.88|ACC06003|SUCCESS
2213|REF002213|2025-07-04 16:08:16.125425|11873.65|ACC09938|FAILED
2214|REF002214|2025-07-02 17:28:35.001746|79495.27|ACC09712|FAILED
2215|REF002215|2025-07-16 01:00:50.386409|59350.99|ACC05821|SUCCESS
2216|REF002216|2025-06-30 08:06:32.722213|78220.63|ACC02558|FAILED
2217|REF002217|2025-07-17 14:08:34.926171|13181.95|ACC08677|SUCCESS
2218|REF002218|2025-07-20 07:11:59.447999|36469.64|ACC02503|SUCCESS
2219|REF002219|2025-06-30 13:11:44.823697|89591.44|ACC02607|FAILED
2220|REF002220|2025-07-19 03:46:34.169372|84247.29|ACC05173|SUCCESS
2221|REF002221|2025-07-14 01:23:08.271769|41649.35|ACC05329|FAILED
2222|REF002222|2025-07-09 05:42:11.992477|44671.59|ACC09143|FAILED
2223|REF002223|2025-07-03 19:53:54.584993|57712.78|ACC01140|FAILED
2224|REF002224|2025-07-20 01:08:15.822155|99314.89|ACC01633|SUCCESS
2225|REF002225|2025-07-07 11:37:46.981294|45879.85|ACC04744|SUCCESS
2226|REF002226|2025-07-25 05:33:06.500967|77178.59|ACC09788|FAILED
2227|REF002227|2025-06-30 06:40:10.360423|96973.85|ACC02677|FAILED
2228|REF002228|2025-06-27 15:29:45.326715|78248.43|ACC02545|SUCCESS
2229|REF002229|2025-06-30 13:19:20.720107|80360.88|ACC09668|FAILED
2230|REF002230|2025-07-06 06:13:17.779106|35765.37|ACC05228|SUCCESS
2231|REF002231|2025-07-17 15:14:19.846108|99082.04|ACC03371|SUCCESS
2232|REF002232|2025-07-18 04:04:27.487168|83315.16|ACC02920|SUCCESS
2233|REF002233|2025-07-06 10:56:17.585739|45826.35|ACC09905|SUCCESS
2234|REF002234|2025-07-23 21:26:57.818619|2572.51|ACC02318|FAILED
2235|REF002235|2025-07-02 11:26:54.264671|23144.37|ACC05389|SUCCESS
2236|REF002236|2025-07-09 19:54:18.921746|21533.71|ACC07107|SUCCESS
2237|REF002237|2025-07-08 03:29:42.165301|85819.66|ACC08713|FAILED
2238|REF002238|2025-07-03 00:38:57.149549|89859.09|ACC04606|FAILED
2239|REF002239|2025-07-13 16:35:19.01942|90790.05|ACC03686|SUCCESS
2240|REF002240|2025-07-03 20:22:28.134396|2351.06|ACC01655|SUCCESS
2241|REF002241|2025-07-18 05:56:25.011016|63112.34|ACC01440|FAILED
2242|REF002242|2025-07-06 09:45:21.363154|99161.68|ACC02411|FAILED
2243|REF002243|2025-07-02 02:10:24.133426|98857.12|ACC05075|FAILED
2244|REF002244|2025-07-25 21:08:13.889585|8167.48|ACC05845|FAILED
2245|REF002245|2025-07-05 11:31:19.699541|4862.54|ACC07366|SUCCESS
2246|REF002246|2025-07-21 19:06:36.764851|58266.88|ACC03683|FAILED
2247|REF002247|2025-07-22 02:11:20.984757|64083.33|ACC09214|FAILED
2248|REF002248|2025-07-01 17:35:06.187644|98869.06|ACC04277|FAILED
2249|REF002249|2025-07-16 00:34:54.850964|52892.98|ACC04218|FAILED
2250|REF002250|2025-07-08 17:23:17.047709|18872.10|ACC09494|SUCCESS
2251|REF002251|2025-07-11 02:40:29.828569|92046.32|ACC07497|FAILED
2252|REF002252|2025-07-26 14:48:47.398501|37231.17|ACC08757|SUCCESS
2253|REF002253|2025-07-20 11:24:38.361733|20890.05|ACC07379|SUCCESS
2254|REF002254|2025-07-25 16:15:08.808945|729.22|ACC04571|FAILED
2255|REF002255|2025-07-03 16:21:01.495026|7743.64|ACC08272|SUCCESS
2256|REF002256|2025-07-07 19:35:20.949211|72796.54|ACC02333|SUCCESS
2257|REF002257|2025-07-01 08:17:00.71796|21629.72|ACC07373|SUCCESS
2258|REF002258|2025-07-17 02:46:29.683227|63385.75|ACC04320|FAILED
2259|REF002259|2025-07-17 06:24:04.336436|58564.86|ACC05915|SUCCESS
2260|REF002260|2025-06-30 11:53:47.292905|78579.46|ACC04317|FAILED
2261|REF002261|2025-06-29 04:03:40.351535|84082.89|ACC06303|SUCCESS
2262|REF002262|2025-07-01 09:29:06.531141|3291.47|ACC08771|FAILED
2263|REF002263|2025-06-29 11:56:10.285023|27076.73|ACC06504|SUCCESS
2264|REF002264|2025-07-02 02:32:42.486578|93780.73|ACC05302|SUCCESS
2265|REF002265|2025-07-18 01:18:01.466596|91449.78|ACC03752|FAILED
2266|REF002266|2025-07-07 16:05:49.967023|95692.84|ACC09574|SUCCESS
2267|REF002267|2025-07-20 22:44:44.311078|544.92|ACC07377|FAILED
2268|REF002268|2025-07-09 12:20:14.533245|59119.95|ACC05412|SUCCESS
2269|REF002269|2025-07-20 06:37:15.133114|89624.40|ACC06669|FAILED
2270|REF002270|2025-07-18 20:42:58.727275|66179.58|ACC03170|SUCCESS
2271|REF002271|2025-06-30 23:47:15.43733|50507.20|ACC01001|SUCCESS
2272|REF002272|2025-07-02 19:53:40.036706|64127.75|ACC04604|SUCCESS
2273|REF002273|2025-07-05 00:11:13.954336|81558.68|ACC06030|SUCCESS
2274|REF002274|2025-07-20 18:10:26.104307|55193.44|ACC04105|SUCCESS
2275|REF002275|2025-07-02 23:17:07.815737|82163.39|ACC08079|SUCCESS
2276|REF002276|2025-07-16 20:10:26.041887|35315.24|ACC08864|SUCCESS
2277|REF002277|2025-07-03 09:55:07.01081|42012.18|ACC05419|SUCCESS
2278|REF002278|2025-07-21 18:42:48.336228|64053.01|ACC09717|SUCCESS
2279|REF002279|2025-07-17 16:05:41.983361|97266.66|ACC09387|FAILED
2280|REF002280|2025-07-02 21:17:47.728855|85299.23|ACC09151|SUCCESS
2281|REF002281|2025-07-01 08:12:15.161606|77118.37|ACC04227|SUCCESS
2282|REF002282|2025-07-02 11:20:13.021857|51533.09|ACC07972|SUCCESS
2283|REF002283|2025-07-17 19:07:40.935155|76657.57|ACC05668|SUCCESS
2284|REF002284|2025-07-23 18:35:25.627848|81992.18|ACC01188|FAILED
2285|REF002285|2025-07-08 00:50:25.489918|43651.74|ACC04459|SUCCESS
2286|REF002286|2025-07-20 13:06:09.972484|47075.48|ACC03478|SUCCESS
2287|REF002287|2025-07-07 21:26:06.535649|30343.91|ACC01766|FAILED
2288|REF002288|2025-06-27 16:15:26.940111|58129.83|ACC05026|SUCCESS
2289|REF002289|2025-07-26 01:52:59.837402|3816.85|ACC02339|FAILED
2290|REF002290|2025-07-08 02:46:35.687931|27145.56|ACC09473|SUCCESS
2291|REF002291|2025-06-30 12:26:23.313273|79730.21|ACC09111|SUCCESS
2292|REF002292|2025-07-14 05:03:03.073574|14325.41|ACC09049|SUCCESS
2293|REF002293|2025-07-25 13:36:23.936563|34725.72|ACC03007|FAILED
2294|REF002294|2025-07-21 07:07:50.401183|78222.41|ACC09926|SUCCESS
2295|REF002295|2025-07-21 19:58:46.229142|94337.76|ACC04326|SUCCESS
2296|REF002296|2025-07-20 18:54:59.02946|69624.39|ACC08855|SUCCESS
2297|REF002297|2025-06-27 23:20:50.860912|70074.77|ACC08754|SUCCESS
2298|REF002298|2025-07-23 15:58:04.83068|85259.37|ACC03649|SUCCESS
2299|REF002299|2025-07-09 12:58:24.731619|37128.17|ACC08052|FAILED
2300|REF002300|2025-07-09 23:20:30.118247|89308.17|ACC01628|SUCCESS
2301|REF002301|2025-06-29 14:05:26.964562|39368.81|ACC02681|FAILED
2302|REF002302|2025-07-15 12:42:01.49679|15601.08|ACC08008|FAILED
2303|REF002303|2025-07-26 02:36:43.928185|33353.10|ACC01982|FAILED
2304|REF002304|2025-07-25 04:48:48.067857|68558.01|ACC05002|SUCCESS
2305|REF002305|2025-07-11 11:02:52.275744|18212.09|ACC03252|SUCCESS
2306|REF002306|2025-07-08 05:00:05.85502|75588.30|ACC07399|SUCCESS
2307|REF002307|2025-07-09 21:14:38.224917|18512.36|ACC03357|SUCCESS
2308|REF002308|2025-07-09 22:28:55.057896|13287.30|ACC02991|FAILED
2309|REF002309|2025-06-30 17:32:42.509686|35838.23|ACC04448|FAILED
2310|REF002310|2025-07-20 23:28:39.440638|17554.95|ACC09428|SUCCESS
2311|REF002311|2025-07-09 20:43:13.826439|58639.94|ACC08558|FAILED
2312|REF002312|2025-06-27 20:45:13.161524|59889.24|ACC08604|SUCCESS
2313|REF002313|2025-07-24 20:56:17.627517|95111.72|ACC09738|SUCCESS
2314|REF002314|2025-07-06 09:34:38.918706|8548.27|ACC05185|SUCCESS
2315|REF002315|2025-07-10 11:34:41.940295|34771.80|ACC03460|SUCCESS
2316|REF002316|2025-07-21 10:41:39.762891|31182.13|ACC01246|FAILED
2317|REF002317|2025-07-20 16:19:23.545189|96081.55|ACC04000|SUCCESS
2318|REF002318|2025-07-17 13:41:21.439584|53269.89|ACC01834|FAILED
2319|REF002319|2025-07-03 15:23:43.422741|36948.97|ACC07869|FAILED
2320|REF002320|2025-07-05 16:08:35.213297|2765.51|ACC09750|FAILED
2321|REF002321|2025-07-21 06:40:45.046938|17516.62|ACC05987|FAILED
2322|REF002322|2025-07-11 08:37:30.05103|25997.10|ACC05285|FAILED
2323|REF002323|2025-06-28 13:40:09.146662|8084.54|ACC04862|FAILED
2324|REF002324|2025-07-14 19:26:39.816768|48949.94|ACC07470|SUCCESS
2325|REF002325|2025-07-25 00:01:50.79698|32525.82|ACC02188|SUCCESS
2326|REF002326|2025-07-05 20:30:41.08182|7623.26|ACC03260|SUCCESS
2327|REF002327|2025-07-05 09:34:51.032086|60680.46|ACC05842|SUCCESS
2328|REF002328|2025-07-19 15:03:02.20808|87008.24|ACC01282|FAILED
2329|REF002329|2025-07-23 04:44:43.08638|6315.12|ACC09325|FAILED
2330|REF002330|2025-07-23 06:36:44.142398|16543.64|ACC07160|SUCCESS
2331|REF002331|2025-07-24 22:28:50.442216|82213.77|ACC08578|SUCCESS
2332|REF002332|2025-07-17 11:40:16.073078|30879.40|ACC05346|SUCCESS
2333|REF002333|2025-06-27 12:37:54.847195|7868.15|ACC07600|SUCCESS
2334|REF002334|2025-07-18 08:52:51.588479|35555.19|ACC05663|SUCCESS
2335|REF002335|2025-07-19 07:19:54.462307|62830.84|ACC09511|SUCCESS
2336|REF002336|2025-07-07 22:07:48.610606|79539.71|ACC09391|SUCCESS
2337|REF002337|2025-06-30 12:51:30.972292|83574.14|ACC05290|SUCCESS
2338|REF002338|2025-07-20 12:39:51.24501|24705.74|ACC03231|SUCCESS
2339|REF002339|2025-06-28 05:37:30.119511|53858.57|ACC05031|SUCCESS
2340|REF002340|2025-07-20 23:42:18.231002|9716.94|ACC02091|SUCCESS
2341|REF002341|2025-07-03 03:10:35.25579|7254.04|ACC04642|FAILED
2342|REF002342|2025-07-09 20:31:26.135591|978.12|ACC05102|SUCCESS
2343|REF002343|2025-07-05 19:51:53.970967|55689.17|ACC01999|SUCCESS
2344|REF002344|2025-07-14 07:59:05.874413|59119.71|ACC01407|FAILED
2345|REF002345|2025-07-12 18:24:03.924323|59156.46|ACC07130|SUCCESS
2346|REF002346|2025-06-30 05:29:00.881777|42728.74|ACC01085|SUCCESS
2347|REF002347|2025-06-30 03:41:12.481006|30978.75|ACC04402|FAILED
2348|REF002348|2025-07-10 17:22:07.561242|3566.13|ACC02333|SUCCESS
2349|REF002349|2025-07-15 00:28:07.31942|53100.58|ACC07256|SUCCESS
2350|REF002350|2025-06-29 05:31:42.117282|50504.36|ACC08186|FAILED
2351|REF002351|2025-07-05 12:24:21.634337|36221.54|ACC09848|SUCCESS
2352|REF002352|2025-07-01 11:19:43.853061|93044.11|ACC09808|SUCCESS
2353|REF002353|2025-07-21 06:11:37.966139|74980.31|ACC02582|SUCCESS
2354|REF002354|2025-06-28 22:22:02.553681|15186.17|ACC07913|FAILED
2355|REF002355|2025-07-14 16:43:44.236151|53742.15|ACC02702|SUCCESS
2356|REF002356|2025-07-11 19:10:53.431684|40944.74|ACC03786|SUCCESS
2357|REF002357|2025-07-23 19:45:22.774991|63721.64|ACC06540|FAILED
2358|REF002358|2025-07-11 22:58:03.087309|35142.29|ACC02653|SUCCESS
2359|REF002359|2025-07-24 11:33:11.2647|60245.53|ACC07556|SUCCESS
2360|REF002360|2025-07-08 19:09:27.343569|30739.46|ACC04862|FAILED
2361|REF002361|2025-06-27 10:41:45.931259|82104.17|ACC01128|FAILED
2362|REF002362|2025-07-11 04:48:59.189288|87365.04|ACC02753|FAILED
2363|REF002363|2025-07-20 10:06:02.093807|18429.89|ACC09081|SUCCESS
2364|REF002364|2025-07-16 03:11:33.457326|61569.43|ACC02813|SUCCESS
2365|REF002365|2025-07-01 21:01:45.173108|54571.82|ACC03108|FAILED
2366|REF002366|2025-07-08 04:57:03.817623|90333.26|ACC07920|FAILED
2367|REF002367|2025-07-12 06:59:14.926247|41440.11|ACC08952|SUCCESS
2368|REF002368|2025-06-30 14:44:41.706968|38254.82|ACC07275|SUCCESS
